1 0.15 5000.0 0.49
1 0.15 5000.0 0.04
1 0.14 5000.0 0.77
2 0.1 0.0 0.93
1 0.14 5000.0 0.9
1 0.13 5000.0 0.65
1 0.16 5000.0 0.41
10 0.1 45000.0 0.31
10 0.13 5000.0 0.18
10 0.12 5000.0 0.95
10 0.18 15000.0 0.43
10 0.3 25000.0 0.44
10 0.12 0.0 0.52
10 0.75 20000.0 0.12
10 0.67 30000.0 0.04
10 0.21 5000.0 0.14
10 0.13 10000.0 0.3
10 0.11 0.0 0.51
10 0.16 30000.0 0.88
10 0.26 55000.0 0.36
10 0.26 15000.0 0.8
10 0.29 15000.0 0.4
10 0.1 0.0 0.11
10 0.12 0.0 0.56
10 0.16 10000.0 0.72
10 0.47 35000.0 0.23
10 0.1 25000.0 0.08
10 0.54 35000.0 0.88
10 0.12 65000.0 0.7
10 0.34 15000.0 0.7
10 0.14 10000.0 0.92
10 0.62 30000.0 0.41
10 0.11 5000.0 0.87
10 0.23 10000.0 0.64
10 0.11 10000.0 0.73
10 0.14 10000.0 0.28
10 0.14 10000.0 0.51
1
65000
