1 0.15 5000.0 0.73
1 0.15 5000.0 0.37
1 0.14 5000.0 0.72
2 0.1 0.0 0.97
1 0.14 5000.0 0.09
1 0.13 5000.0 0.32
1 0.16 5000.0 0.33
10 0.1 45000.0 0.0
10 0.13 5000.0 0.43
10 0.12 5000.0 0.94
10 0.18 15000.0 0.41
10 0.3 25000.0 0.98
10 0.12 0.0 0.58
10 0.75 20000.0 0.5
10 0.67 30000.0 0.14
10 0.21 5000.0 0.44
10 0.13 10000.0 0.6
10 0.11 0.0 0.35
10 0.16 30000.0 0.85
10 0.26 55000.0 0.25
10 0.26 15000.0 0.14
10 0.29 15000.0 0.21
10 0.1 0.0 0.34
10 0.12 0.0 0.52
10 0.16 10000.0 0.17
10 0.47 35000.0 0.84
10 0.1 25000.0 0.6
10 0.54 35000.0 0.36
10 0.12 65000.0 0.42
10 0.34 15000.0 0.97
10 0.14 10000.0 0.42
10 0.62 30000.0 0.54
10 0.11 5000.0 0.58
10 0.23 10000.0 0.3
10 0.11 10000.0 0.78
10 0.14 10000.0 0.92
10 0.14 10000.0 0.07
1
65000
