1 0.15 5000.0 0.29
1 0.15 5000.0 0.29
1 0.14 5000.0 0.47
2 0.1 0.0 0.35
1 0.14 5000.0 0.79
1 0.13 5000.0 1.0
1 0.16 5000.0 0.24
10 0.1 45000.0 0.11
10 0.13 5000.0 0.13
10 0.12 5000.0 0.16
10 0.18 15000.0 0.41
10 0.3 25000.0 0.66
10 0.12 0.0 0.88
10 0.75 20000.0 0.67
10 0.67 30000.0 0.05
10 0.21 5000.0 0.6
10 0.13 10000.0 0.51
10 0.11 0.0 0.77
10 0.16 30000.0 0.25
10 0.26 55000.0 0.84
10 0.26 15000.0 0.95
10 0.29 15000.0 0.68
10 0.1 0.0 0.18
10 0.12 0.0 0.6
10 0.16 10000.0 0.4
10 0.47 35000.0 0.6
10 0.1 25000.0 0.07
10 0.54 35000.0 0.66
10 0.12 65000.0 0.97
10 0.34 15000.0 0.09
10 0.14 10000.0 0.57
10 0.62 30000.0 0.58
10 0.11 5000.0 0.98
10 0.23 10000.0 0.64
10 0.11 10000.0 1.0
10 0.14 10000.0 0.02
10 0.14 10000.0 0.92
1
65000
