1 0.15 5000.0 0.85
1 0.15 5000.0 0.92
1 0.14 5000.0 0.03
2 0.1 0.0 0.35
1 0.14 5000.0 0.81
1 0.13 5000.0 0.47
1 0.16 5000.0 0.52
10 0.1 45000.0 0.33
10 0.13 5000.0 0.03
10 0.12 5000.0 0.31
10 0.18 15000.0 0.7
10 0.3 25000.0 0.81
10 0.12 0.0 0.68
10 0.75 20000.0 0.4
10 0.67 30000.0 0.85
10 0.21 5000.0 0.53
10 0.13 10000.0 0.91
10 0.11 0.0 0.16
10 0.16 30000.0 0.84
10 0.26 55000.0 0.42
10 0.26 15000.0 0.66
10 0.29 15000.0 0.33
10 0.1 0.0 0.46
10 0.12 0.0 0.49
10 0.16 10000.0 0.11
10 0.47 35000.0 0.66
10 0.1 25000.0 0.49
10 0.54 35000.0 0.99
10 0.12 65000.0 0.31
10 0.34 15000.0 0.52
10 0.14 10000.0 0.19
10 0.62 30000.0 0.82
10 0.11 5000.0 0.8
10 0.23 10000.0 0.79
10 0.11 10000.0 0.79
10 0.14 10000.0 0.17
10 0.14 10000.0 0.22
1
65000
