1 0.15 5000.0 0.07
1 0.15 5000.0 0.71
1 0.14 5000.0 0.86
2 0.1 0.0 0.91
1 0.14 5000.0 0.83
1 0.13 5000.0 0.17
1 0.16 5000.0 0.25
10 0.1 45000.0 0.68
10 0.13 5000.0 0.62
10 0.12 5000.0 0.63
10 0.18 15000.0 0.93
10 0.3 25000.0 0.78
10 0.12 0.0 0.71
10 0.75 20000.0 0.25
10 0.67 30000.0 0.46
10 0.21 5000.0 0.06
10 0.13 10000.0 0.56
10 0.11 0.0 0.1
10 0.16 30000.0 0.32
10 0.26 55000.0 0.86
10 0.26 15000.0 0.7
10 0.29 15000.0 1.0
10 0.1 0.0 0.53
10 0.12 0.0 0.93
10 0.16 10000.0 0.48
10 0.47 35000.0 0.92
10 0.1 25000.0 0.43
10 0.54 35000.0 0.22
10 0.12 65000.0 0.31
10 0.34 15000.0 0.13
10 0.14 10000.0 0.9
10 0.62 30000.0 0.86
10 0.11 5000.0 0.28
10 0.23 10000.0 0.86
10 0.11 10000.0 0.53
10 0.14 10000.0 0.48
10 0.14 10000.0 0.0
1
65000
