1 0.15 5000.0 0.54
1 0.15 5000.0 0.03
1 0.14 5000.0 0.0
2 0.1 0.0 0.69
1 0.14 5000.0 0.66
1 0.13 5000.0 0.01
1 0.16 5000.0 0.02
10 0.1 45000.0 0.95
10 0.13 5000.0 0.09
10 0.12 5000.0 0.74
10 0.18 15000.0 0.86
10 0.3 25000.0 0.78
10 0.12 0.0 0.31
10 0.75 20000.0 0.88
10 0.67 30000.0 0.91
10 0.21 5000.0 0.88
10 0.13 10000.0 0.57
10 0.11 0.0 0.67
10 0.16 30000.0 0.68
10 0.26 55000.0 0.27
10 0.26 15000.0 0.29
10 0.29 15000.0 0.59
10 0.1 0.0 0.9
10 0.12 0.0 0.24
10 0.16 10000.0 0.84
10 0.47 35000.0 0.16
10 0.1 25000.0 0.38
10 0.54 35000.0 0.65
10 0.12 65000.0 0.53
10 0.34 15000.0 0.58
10 0.14 10000.0 0.44
10 0.62 30000.0 0.23
10 0.11 5000.0 0.41
10 0.23 10000.0 0.34
10 0.11 10000.0 0.87
10 0.14 10000.0 0.91
10 0.14 10000.0 0.38
1
65000
