1 0.15 5000.0 0.44
1 0.15 5000.0 0.74
1 0.14 5000.0 0.98
2 0.1 0.0 0.01
1 0.14 5000.0 0.88
1 0.13 5000.0 0.49
1 0.16 5000.0 0.81
10 0.1 45000.0 0.38
10 0.13 5000.0 0.42
10 0.12 5000.0 0.97
10 0.18 15000.0 0.29
10 0.3 25000.0 0.99
10 0.12 0.0 0.99
10 0.75 20000.0 0.89
10 0.67 30000.0 0.65
10 0.21 5000.0 0.7
10 0.13 10000.0 0.65
10 0.11 0.0 0.72
10 0.16 30000.0 0.81
10 0.26 55000.0 0.09
10 0.26 15000.0 0.99
10 0.29 15000.0 0.88
10 0.1 0.0 0.82
10 0.12 0.0 0.09
10 0.16 10000.0 0.06
10 0.47 35000.0 0.7
10 0.1 25000.0 0.61
10 0.54 35000.0 0.03
10 0.12 65000.0 0.96
10 0.34 15000.0 0.5
10 0.14 10000.0 0.91
10 0.62 30000.0 0.24
10 0.11 5000.0 0.13
10 0.23 10000.0 0.31
10 0.11 10000.0 0.27
10 0.14 10000.0 0.28
10 0.14 10000.0 0.56
1
65000
