300 0.04 5000.0 0.0006
300 0.01 10000.0 0.0
300 0.07 10000.0 0.0006
300 0.02 25000.0 0.0001
300 0.0 0.0 0.0
300 0.02 0.0 0.0
300 0.0 0.0 0.0
300 0.03 5000.0 0.0008
300 0.0 0.0 0.0
300 0.0 0.0 0.0002
300 0.0 0.0 0.0
300 0.02 5000.0 0.0002
300 0.0 0.0 0.0
300 0.0 5000.0 0.0003
300 0.0 0.0 0.0
300 0.03 25000.0 0.0001
300 0.01 60000.0 0.0
300 0.01 5000.0 0.0052
300 0.08 15000.0 0.0003
300 0.0 0.0 0.0014
300 0.0 5000.0 0.0016
300 0.01 10000.0 0.006
300 0.11 20000.0 0.0012
300 0.03 0.0 0.0
300 0.0 0.0 0.0
300 0.29 15000.0 0.0005
300 0.01 10000.0 0.0001
300 0.0 10000.0 0.0
300 0.0 0.0 0.0
300 0.0 5000.0 0.0
300 0.01 15000.0 0.0002
300 0.04 15000.0 0.0002
300 0.29 25000.0 0.0004
300 0.0 5000.0 0.0
300 0.0 5000.0 0.0
300 0.06 5000.0 0.0001
1
60000
