2014-12-17 02:39:53.121383 	|	 node3 	|	 0.0	|	5509120.0	|	1.0
2014-12-17 02:39:59.149042 	|	 node3 	|	 0.0	|	5509120.0	|	0.0
2014-12-17 02:40:05.184367 	|	 node3 	|	 0.0	|	5508096.0	|	0.0
2014-12-17 02:40:11.199957 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:40:17.220794 	|	 node3 	|	 0.0	|	5506048.0	|	0.0
2014-12-17 02:40:23.244124 	|	 node3 	|	 0.0	|	5506048.0	|	0.0
2014-12-17 02:40:29.261690 	|	 node3 	|	 0.0	|	5505024.0	|	0.0
2014-12-17 02:40:35.281133 	|	 node3 	|	 0.0	|	5506048.0	|	0.0
2014-12-17 02:40:41.311979 	|	 node3 	|	 0.0	|	5506048.0	|	0.0
2014-12-17 02:40:47.331829 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:40:53.357893 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:40:59.371543 	|	 node3 	|	 0.0	|	5506048.0	|	0.0
2014-12-17 02:41:05.394102 	|	 node3 	|	 0.0	|	5506048.0	|	0.0
2014-12-17 02:41:11.415415 	|	 node3 	|	 0.0	|	5506048.0	|	0.0
2014-12-17 02:41:17.437128 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:41:23.460156 	|	 node3 	|	 0.0	|	5508096.0	|	0.0
2014-12-17 02:41:29.483958 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:41:35.511174 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:41:41.527450 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:41:47.547199 	|	 node3 	|	 0.0	|	5506048.0	|	0.0
2014-12-17 02:41:53.570385 	|	 node3 	|	 0.0	|	5506048.0	|	0.0
2014-12-17 02:42:58.867834 	|	 node3 	|	 0.0	|	5516288.0	|	0.0
2014-12-17 02:43:04.896536 	|	 node3 	|	 0.0	|	5514240.0	|	0.0
2014-12-17 02:43:10.921353 	|	 node3 	|	 0.0	|	5513216.0	|	0.0
2014-12-17 02:43:16.936087 	|	 node3 	|	 0.0	|	5512192.0	|	0.0
2014-12-17 02:44:07.510093 	|	 node3 	|	 0.0	|	5518336.0	|	1.0
2014-12-17 02:44:13.546469 	|	 node3 	|	 0.0	|	5505024.0	|	0.0
2014-12-17 02:44:19.570297 	|	 node3 	|	 0.0	|	5505024.0	|	0.0
2014-12-17 02:44:25.599304 	|	 node3 	|	 0.0	|	5505024.0	|	0.0
2014-12-17 02:44:31.626888 	|	 node3 	|	 0.0	|	5505024.0	|	0.0
2014-12-17 02:44:37.652234 	|	 node3 	|	 0.0	|	5504000.0	|	0.0
2014-12-17 02:44:43.674910 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:44:49.693104 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:44:55.713527 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:45:01.734638 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:45:07.758670 	|	 node3 	|	 0.0	|	5506048.0	|	0.0
2014-12-17 02:45:13.789992 	|	 node3 	|	 0.0	|	5506048.0	|	0.0
2014-12-17 02:45:19.816358 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:45:25.842598 	|	 node3 	|	 0.0	|	5508096.0	|	0.0
2014-12-17 02:45:31.854450 	|	 node3 	|	 0.0	|	5507072.0	|	0.0
2014-12-17 02:45:37.877684 	|	 node3 	|	 0.0	|	5508096.0	|	0.0
2014-12-17 02:45:43.899843 	|	 node3 	|	 0.0	|	5509120.0	|	0.0
2014-12-17 02:45:49.927354 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:45:55.950456 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:46:01.965669 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:46:07.983927 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:46:14.007217 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:46:20.035092 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:46:26.058262 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:46:32.083154 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:46:38.101102 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:46:44.124195 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:46:50.147607 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:46:56.171458 	|	 node3 	|	 0.0	|	5512192.0	|	0.0
2014-12-17 02:47:02.196087 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:47:08.209160 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:47:14.231745 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:47:20.253866 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:47:26.272010 	|	 node3 	|	 0.0	|	5509120.0	|	0.0
2014-12-17 02:47:32.295939 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:47:38.321313 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:47:44.348594 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:47:50.361414 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:47:56.380876 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:48:02.401689 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:48:08.422397 	|	 node3 	|	 0.0	|	5509120.0	|	0.0
2014-12-17 02:48:14.452131 	|	 node3 	|	 0.0	|	5509120.0	|	0.0
2014-12-17 02:48:20.476671 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:48:26.492716 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:48:32.516960 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:48:38.538395 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:48:44.565885 	|	 node3 	|	 0.0	|	5511168.0	|	0.0
2014-12-17 02:48:50.580462 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:48:56.601855 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:49:02.627395 	|	 node3 	|	 0.0	|	5510144.0	|	0.0
2014-12-17 02:50:42.615243 	|	 node3 	|	 0.0	|	5521408.0	|	0.0
2014-12-17 02:50:48.639037 	|	 node3 	|	 0.0	|	5525504.0	|	1.0
2014-12-17 02:50:54.669926 	|	 node3 	|	 0.0	|	5525504.0	|	0.0
2014-12-17 02:51:00.698319 	|	 node3 	|	 0.0	|	5526528.0	|	0.0
2014-12-17 02:51:06.716007 	|	 node3 	|	 0.0	|	5526528.0	|	0.0
2014-12-17 02:51:12.732807 	|	 node3 	|	 0.0	|	5525504.0	|	0.0
2014-12-17 02:51:18.754298 	|	 node3 	|	 0.0	|	5524480.0	|	1.0
