2014-11-30 15:44:31.031295 	|	 VM_Task_100 	|	 0	|	128	|	0.0	|	10.71

2014-11-30 15:44:37.284739 	|	 VM_Task_100 	|	 0	|	140	|	8260	|	8.40

2014-11-30 15:44:43.858944 	|	 VM_Task_100 	|	 0	|	179	|	48196	|	0.00

2014-11-30 15:44:50.079927 	|	 VM_Task_100 	|	 0	|	140	|	8260	|	0.00

2014-11-30 15:44:56.410379 	|	 VM_Task_100 	|	 0	|	139	|	8260	|	0.00

2014-11-30 15:45:02.635924 	|	 VM_Task_100 	|	 0	|	141	|	8260	|	0.00

2014-11-30 15:45:08.845554 	|	 VM_Task_100 	|	 0	|	141	|	8260	|	0.00

2014-11-30 15:45:15.054031 	|	 VM_Task_100 	|	 0	|	151	|	18500	|	0.00

2014-11-30 15:45:21.397594 	|	 VM_Task_100 	|	 0	|	161	|	28740	|	0.00

2014-11-30 15:45:27.613385 	|	 VM_Task_100 	|	 0	|	161	|	28740	|	0.81

2014-11-30 15:45:33.815352 	|	 VM_Task_100 	|	 0	|	152	|	4292	|	0.00

2014-11-30 15:45:40.038257 	|	 VM_Task_100 	|	 0	|	153	|	23620	|	0.00

2014-11-30 15:45:46.692111 	|	 VM_Task_100 	|	 0	|	165	|	23620	|	24.65

2014-11-30 15:45:52.945094 	|	 VM_Task_100 	|	 0	|	175	|	33860	|	0.00

2014-11-30 15:45:59.175370 	|	 VM_Task_100 	|	 0	|	162	|	33860	|	0.10

2014-11-30 15:57:55.688049 	|	 VM_Task_100 	|	 0	|	131	|	0.0	|	8.99

2014-11-30 15:58:01.912403 	|	 VM_Task_100 	|	 0	|	145	|	8260	|	0.00

2014-11-30 15:58:08.862049 	|	 VM_Task_100 	|	 0	|	145	|	8260	|	0.10

2014-11-30 15:58:15.086182 	|	 VM_Task_100 	|	 0	|	145	|	8260	|	0.00

2014-11-30 15:58:21.293421 	|	 VM_Task_100 	|	 0	|	145	|	8260	|	0.00

2014-11-30 15:58:27.497906 	|	 VM_Task_100 	|	 0	|	145	|	8260	|	0.10

2014-11-30 15:58:33.707484 	|	 VM_Task_100 	|	 0	|	145	|	8260	|	0.00

2014-11-30 15:58:39.908814 	|	 VM_Task_100 	|	 0	|	145	|	8260	|	0.00

2014-11-30 15:58:46.106841 	|	 VM_Task_100 	|	 0	|	145	|	8260	|	0.00

2014-11-30 15:58:52.304992 	|	 VM_Task_100 	|	 0	|	145	|	8260	|	0.00

2014-11-30 15:58:58.508112 	|	 VM_Task_100 	|	 0	|	160	|	8260	|	0.00

2014-11-30 15:59:04.759070 	|	 VM_Task_100 	|	 0	|	141	|	8260	|	0.00

2014-11-30 15:59:11.696930 	|	 VM_Task_100 	|	 0	|	140	|	8260	|	33.94

2014-11-30 15:59:17.921162 	|	 VM_Task_100 	|	 0	|	153	|	8260	|	0.00

2014-11-30 15:59:24.142638 	|	 VM_Task_100 	|	 0	|	140	|	8260	|	0.00

2014-11-30 15:59:30.955920 	|	 VM_Task_100 	|	 0	|	153	|	8260	|	17.01

2014-11-30 15:59:43.181779 	|	 VM_Task_100 	|	 0	|	153	|	8260	|	100.10

2014-11-30 15:59:49.468518 	|	 VM_Task_100 	|	 0	|	140	|	8260	|	0.00

2014-11-30 15:59:55.717699 	|	 VM_Task_100 	|	 0	|	153	|	8260	|	0.00

2014-11-30 16:00:01.944262 	|	 VM_Task_100 	|	 0	|	140	|	8260	|	0.00

2014-11-30 16:00:08.973487 	|	 VM_Task_100 	|	 0	|	155	|	8260	|	4.14

2014-11-30 16:00:15.199562 	|	 VM_Task_100 	|	 0	|	140	|	8260	|	0.00

2014-11-30 16:00:21.422112 	|	 VM_Task_100 	|	 0	|	154	|	8260	|	0.00

2014-11-30 16:00:27.646916 	|	 VM_Task_100 	|	 0	|	141	|	8260	|	52.50

